file,class,method,variable,usage
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"channelRead/2[org.traccar.ChannelHandlerContext,java.lang.Object]",networkMessage,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"channelRead/2[org.traccar.ChannelHandlerContext,java.lang.Object]",decodedMessage,9
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"channelRead/2[org.traccar.ChannelHandlerContext,java.lang.Object]",collection,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"channelRead/2[org.traccar.ChannelHandlerContext,java.lang.Object]",originalMessage,6
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"channelRead/2[org.traccar.ChannelHandlerContext,java.lang.Object]",o,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"onMessageEvent/4[org.traccar.Channel,java.net.SocketAddress,java.lang.Object,java.lang.Object]",channel,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"onMessageEvent/4[org.traccar.Channel,java.net.SocketAddress,java.lang.Object,java.lang.Object]",decodedMessage,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"onMessageEvent/4[org.traccar.Channel,java.net.SocketAddress,java.lang.Object,java.lang.Object]",originalMessage,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"onMessageEvent/4[org.traccar.Channel,java.net.SocketAddress,java.lang.Object,java.lang.Object]",remoteAddress,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"decode/3[org.traccar.Channel,java.net.SocketAddress,java.lang.Object]",msg,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"decode/3[org.traccar.Channel,java.net.SocketAddress,java.lang.Object]",channel,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,"decode/3[org.traccar.Channel,java.net.SocketAddress,java.lang.Object]",remoteAddress,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/ExtendedObjectDecoder.java,org.traccar.ExtendedObjectDecoder,setConfig/1[org.traccar.Config],config,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,Pt60ProtocolDecoder/1[org.traccar.protocol.Protocol],protocol,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",msg,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",deviceSession,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",values,11
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",channel,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",format,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",coordinates,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",i,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",type,7
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",network,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",parser,8
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",cellValues,5
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",imei,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",position,25
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",remoteAddress,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",tower,6
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.String,int,java.lang.String]",channel,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.String,int,java.lang.String]",format,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.String,int,java.lang.String]",imei,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.String,int,java.lang.String]",time,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.String,int,java.lang.String]",type,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.String,int,java.lang.String]",message,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.String,int,java.lang.String]",remoteAddress,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200ProtocolEncoder.java,org.traccar.protocol.Gl200ProtocolEncoder,encodeCommand/1[org.traccar.model.Command],command,7
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200ProtocolEncoder.java,org.traccar.protocol.Gl200ProtocolEncoder,Gl200ProtocolEncoder/1[org.traccar.protocol.Protocol],protocol,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/TmgProtocol.java,org.traccar.protocol.TmgProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",pipeline,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/TmgProtocol.java,org.traccar.protocol.TmgProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",config,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/VisiontekProtocol.java,org.traccar.protocol.VisiontekProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",pipeline,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/VisiontekProtocol.java,org.traccar.protocol.VisiontekProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",config,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/storage/query/Limit.java,org.traccar.storage.query.Limit,Limit/1[int],value,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/RamacProtocol.java,org.traccar.protocol.RamacProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",pipeline,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/RamacProtocol.java,org.traccar.protocol.RamacProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",config,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/XirgoProtocol.java,org.traccar.protocol.XirgoProtocol,XirgoProtocol/1[org.traccar.config.Config],config,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/OrbcommProtocol.java,org.traccar.protocol.OrbcommProtocol,OrbcommProtocol/1[org.traccar.protocol.Config],config,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,StringProtocolEncoder/1[org.traccar.Protocol],protocol,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",keys,5
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",valueFormatter,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",values,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",format,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",i,6
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",value,7
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",command,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/4[org.traccar.Command,java.lang.String,org.traccar.StringProtocolEncoder.ValueFormatter,java.lang.String[]]",object,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/3[org.traccar.Command,java.lang.String,java.lang.String[]]",keys,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/3[org.traccar.Command,java.lang.String,java.lang.String[]]",format,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/StringProtocolEncoder.java,org.traccar.StringProtocolEncoder,"formatCommand/3[org.traccar.Command,java.lang.String,java.lang.String[]]",command,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/TechTltProtocol.java,org.traccar.protocol.TechTltProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",pipeline,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/TechTltProtocol.java,org.traccar.protocol.TechTltProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",config,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoFrameDecoder.java,org.traccar.protocol.GalileoFrameDecoder,"decode/3[org.traccar.protocol.ChannelHandlerContext,org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",buf,11
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoFrameDecoder.java,org.traccar.protocol.GalileoFrameDecoder,"decode/3[org.traccar.protocol.ChannelHandlerContext,org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",ctx,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoFrameDecoder.java,org.traccar.protocol.GalileoFrameDecoder,"decode/3[org.traccar.protocol.ChannelHandlerContext,org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",channel,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoFrameDecoder.java,org.traccar.protocol.GalileoFrameDecoder,"decode/3[org.traccar.protocol.ChannelHandlerContext,org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",length,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/geolocation/GoogleGeolocationProvider.java,org.traccar.geolocation.GoogleGeolocationProvider,"GoogleGeolocationProvider/2[org.traccar.geolocation.Client,java.lang.String]",client,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/geolocation/GoogleGeolocationProvider.java,org.traccar.geolocation.GoogleGeolocationProvider,"GoogleGeolocationProvider/2[org.traccar.geolocation.Client,java.lang.String]",key,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/TramigoProtocol.java,org.traccar.protocol.TramigoProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",pipeline,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/TramigoProtocol.java,org.traccar.protocol.TramigoProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",config,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/VtfmsProtocol.java,org.traccar.protocol.VtfmsProtocol,VtfmsProtocol/1[org.traccar.config.Config],config,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/BstplProtocol.java,org.traccar.protocol.BstplProtocol,BstplProtocol/1[org.traccar.config.Config],config,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/AutoFonProtocol.java,org.traccar.protocol.AutoFonProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",pipeline,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/AutoFonProtocol.java,org.traccar.protocol.AutoFonProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",config,0
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/5[int,int,int,long,int]",rssi,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/5[int,int,int,long,int]",mnc,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/5[int,int,int,long,int]",cellTower,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/5[int,int,int,long,int]",mcc,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/5[int,int,int,long,int]",lac,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/5[int,int,int,long,int]",cid,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"fromCidLac/3[org.traccar.model.Config,long,int]",config,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"fromCidLac/3[org.traccar.model.Config,long,int]",cid,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"fromCidLac/3[org.traccar.model.Config,long,int]",lac,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],cellTower,6
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],o,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/4[int,int,int,long]",mnc,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/4[int,int,int,long]",cellTower,5
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/4[int,int,int,long]",mcc,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/4[int,int,int,long]",lac,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"from/4[int,int,int,long]",cid,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setLocationAreaCode/1[java.lang.Integer],locationAreaCode,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"fromLacCid/3[org.traccar.model.Config,int,long]",config,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,"fromLacCid/3[org.traccar.model.Config,int,long]",lac,1
