file,class,method,variable,usage
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Pt60ProtocolDecoder.java,org.traccar.protocol.Pt60ProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",MSG_G_HEART_RATE,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/storage/query/Limit.java,org.traccar.storage.query.Limit,getValue/0,value,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/storage/query/Limit.java,org.traccar.storage.query.Limit,Limit/1[int],value,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoFrameDecoder.java,org.traccar.protocol.GalileoFrameDecoder,"decode/3[org.traccar.protocol.ChannelHandlerContext,org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",MESSAGE_MINIMUM_LENGTH,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/geolocation/GoogleGeolocationProvider.java,org.traccar.geolocation.GoogleGeolocationProvider,"GoogleGeolocationProvider/2[org.traccar.geolocation.Client,java.lang.String]",URL,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,getLocationAreaCode/0,locationAreaCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],mobileCountryCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],mobileNetworkCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],signalStrength,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],locationAreaCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],cellId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,equals/1[java.lang.Object],radioType,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,getSignalStrength/0,signalStrength,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,hashCode/0,mobileCountryCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,hashCode/0,mobileNetworkCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,hashCode/0,signalStrength,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,hashCode/0,locationAreaCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,hashCode/0,cellId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,hashCode/0,radioType,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setLocationAreaCode/1[java.lang.Integer],locationAreaCode,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,getMobileNetworkCode/0,mobileNetworkCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,getMobileCountryCode/0,mobileCountryCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,getRadioType/0,radioType,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setMobileCountryCode/1[java.lang.Integer],mobileCountryCode,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,getCellId/0,cellId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setCellId/1[java.lang.Long],cellId,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setOperator/1[long],mobileCountryCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setOperator/1[long],mobileNetworkCode,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setMobileNetworkCode/1[java.lang.Integer],mobileNetworkCode,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setSignalStrength/1[java.lang.Integer],signalStrength,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/model/CellTower.java,org.traccar.model.CellTower,setRadioType/1[java.lang.String],radioType,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/VtfmsProtocolDecoder.java,org.traccar.protocol.VtfmsProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",PATTERN,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/VtfmsProtocolDecoder.java,org.traccar.protocol.VtfmsProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",DIRECTIONS,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/config/Config.java,org.traccar.config.Config,"setString/2[org.traccar.config.ConfigKey<?>,java.lang.String]",properties,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/config/Config.java,org.traccar.config.Config,Config/1[java.lang.String],useEnvironmentVariables,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/config/Config.java,org.traccar.config.Config,Config/1[java.lang.String],properties,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/config/Config.java,org.traccar.config.Config,getString/1[java.lang.String],useEnvironmentVariables,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/config/Config.java,org.traccar.config.Config,getString/1[java.lang.String],properties,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/config/Config.java,org.traccar.config.Config,hasKey/1[java.lang.String],useEnvironmentVariables,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/config/Config.java,org.traccar.config.Config,hasKey/1[java.lang.String],properties,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/StartekProtocolDecoder.java,org.traccar.protocol.StartekProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",PATTERN,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/StartekProtocolDecoder.java,org.traccar.protocol.StartekProtocolDecoder,"decodePosition/2[org.traccar.protocol.DeviceSession,java.lang.String]",PATTERN_POSITION,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/CarTrackProtocolDecoder.java,org.traccar.protocol.CarTrackProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",PATTERN,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/notificators/NotificatorNull.java,org.traccar.notificators.NotificatorNull,"send/3[org.traccar.model.User,org.traccar.model.Event,org.traccar.model.Position]",LOGGER,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,setPositionId/1[long],positionId,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,setAddress/1[java.lang.String],address,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,getPositionId/0,positionId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,getLatitude/0,latitude,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,getDuration/0,duration,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,setLongitude/1[double],longitude,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,setEngineHours/1[long],engineHours,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,getEngineHours/0,engineHours,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,setLatitude/1[double],latitude,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,getLongitude/0,longitude,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,setDuration/1[long],duration,3
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/reports/model/StopReportItem.java,org.traccar.reports.model.StopReportItem,getAddress/0,address,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/mail/LogMailManager.java,org.traccar.mail.LogMailManager,"sendMessage/4[org.traccar.mail.User,java.lang.String,java.lang.String,org.traccar.mail.MimeBodyPart]",LOGGER,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/RadarProtocolDecoder.java,org.traccar.protocol.RadarProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",MSG_TRACKING,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeLocation/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_RSP_LCB,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeLocation/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_RSP_GEO,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeLocation/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_RSP_COMPRESSED,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_UPC,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_UPD,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_RMD,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_JDS,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_GSS,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_VGF,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_GES,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_CRA,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_GPJ,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_BPL,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_VGN,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeEvent/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_EVT_IDF,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeInformation/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_INF_BAT,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeInformation/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_INF_VER,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeInformation/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_INF_CSQ,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Gl200BinaryProtocolDecoder.java,org.traccar.protocol.Gl200BinaryProtocolDecoder,"decodeInformation/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",MSG_INF_GIR,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"processFlexNegotiation/2[org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",flexBitFieldSize,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"processFlexNegotiation/2[org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",flexDataSize,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"processFlexNegotiation/2[org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",flexBitField,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"processFlexNegotiation/2[org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",FLEX_FIELDS_SIZES,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F50,6
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F60,10
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F30,4
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F52,8
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F40,5
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F51,7
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F10,5
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseNtcbPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",F20,7
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,checkFlexBitfield/1[int],flexBitField,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseFlexPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",flexBitFieldSize,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"parseFlexPosition/2[org.traccar.protocol.DeviceSession,org.traccar.protocol.ByteBuf]",FLEX_FIELDS_SIZES,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"decodeNtcb/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",deviceUniqueId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"decodeNtcb/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",prefix,2
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"decodeNtcb/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",serverId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"sendNtcbReply/2[org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",deviceUniqueId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"sendNtcbReply/2[org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",prefix,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"sendNtcbReply/2[org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",serverId,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",flexDataSize,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NavisProtocolDecoder.java,org.traccar.protocol.NavisProtocolDecoder,getFlexDataSize/0,flexDataSize,1
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/CalAmpProtocolDecoder.java,org.traccar.protocol.CalAmpProtocolDecoder,"sendResponse/5[org.traccar.protocol.Channel,java.net.SocketAddress,int,int,int]",SERVICE_RESPONSE,1
